Key,Value
2,"1. School
2. Jungle
3. Lake

I depart for Jungle"
0,"1. School
2. Lake

I'm about to head to Jungle"
2,"1. Observatory
2. School
3. Forest
4. Coffee shop
5. Farm
6. Microbrewery
7. Cafe
8. Jungle

I'm on my way to School"
0,"1. Observatory
2. Forest
3. Coffee shop
4. Farm
5. Microbrewery
6. Cafe
7. Jungle

I venture to School"
12,"1. Wetland
2. Shopping mall
3. Desert
4. Stadium
5. College
6. Bookstore
7. Underground
8. Safari park
9. Park
10. Underwater cave
11. Bakery
12. Studio
13. Forest
14. Spa
15. Observatory
16. Rainforest

I'm about to set off to Studio"
0,"1. Wetland
2. Shopping mall
3. Desert
4. Stadium
5. College
6. Bookstore
7. Underground
8. Safari park
9. Park
10. Underwater cave
11. Bakery
12. Forest
13. Spa
14. Observatory
15. Rainforest

I'm en route to Studio"
2,"1. Safari park
2. Observatory
3. Stadium
4. Factory
5. Art gallery
6. Village
7. Planetarium
8. Cruise ship
9. Circus
10. Office building
11. Tea house
12. Zoo
13. Farm market
14. Space station

I march to Observatory"
0,"1. Safari park
2. Stadium
3. Factory
4. Art gallery
5. Village
6. Planetarium
7. Cruise ship
8. Circus
9. Office building
10. Tea house
11. Zoo
12. Farm market
13. Space station

I'm advancing to Observatory"
3,"1. Campsite
2. Botanical garden
3. Restaurant
4. Office
5. Cafe
6. River
7. Village
8. Suburb
9. Cruise ship
10. Ski resort
11. Zoo
12. Moon
13. Safari park

I proceed to Restaurant"
0,"1. Campsite
2. Botanical garden
3. Office
4. Cafe
5. River
6. Village
7. Suburb
8. Cruise ship
9. Ski resort
10. Zoo
11. Moon
12. Safari park

I'm traveling towards Restaurant"
7,"1. Rainforest
2. Countryside
3. College
4. Planetarium
5. Park
6. Cruise ship
7. Circus
8. Office
9. Ice cream parlor
10. Jungle

I'm navigating towards Circus"
0,"1. Rainforest
2. Countryside
3. College
4. Planetarium
5. Park
6. Cruise ship
7. Office
8. Ice cream parlor
9. Jungle

I'm making a trip to Circus"
6,"1. Garden
2. Farmers' market
3. School
4. Wetland
5. Orchard
6. Lake
7. Jungle
8. Underwater cave
9. Town
10. Campground
11. Island
12. River
13. Microbrewery
14. Factory
14. Factory
16. Observatory
17. Vineyard
18. Cruise ship

I am on my way to Lake"
0,"1. Garden
2. Farmers' market
3. School
4. Wetland
5. Orchard
6. Jungle
7. Underwater cave
8. Town
9. Campground
10. Island
11. River
12. Microbrewery
13. Factory
13. Factory
15. Observatory
16. Vineyard
17. Cruise ship

I'm making my way to Lake"
10,"1. Circus
2. Cabin
3. Village
4. Sculpture park
5. Planetarium
6. Studio
7. Planet
8. Lighthouse
9. Forest
10. Hospital
11. Carnival
12. Orchard
13. Cemetery
14. Park
15. Cave
16. Countryside
17. Cruise ship
18. Underground
19. Spa
20. Farm market

I'm stepping towards Hospital"
0,"1. Circus
2. Cabin
3. Village
4. Sculpture park
5. Planetarium
6. Studio
7. Planet
8. Lighthouse
9. Forest
10. Carnival
11. Orchard
12. Cemetery
13. Park
14. Cave
15. Countryside
16. Cruise ship
17. Underground
18. Spa
19. Farm market

I'm departing to Hospital"
8,"1. Ski resort
2. Mountain
3. Moon
4. Restaurant
5. Park
6. Television studio
7. Farm market
8. Office building
9. Stadium
10. Gym
11. Farm
12. Airport
13. Garden
14. Countryside
15. Space station
16. Cafe
17. Concert hall

I proceed to Office building"
0,"1. Ski resort
2. Mountain
3. Moon
4. Restaurant
5. Park
6. Television studio
7. Farm market
8. Stadium
9. Gym
10. Farm
11. Airport
12. Garden
13. Countryside
14. Space station
15. Cafe
16. Concert hall

I'm venturing to Office building"
2,"1. Park
2. School

I'm journeying to School"
0,"1. Park

I'm heading towards School"
3,"1. Bookstore
2. Stadium
3. Campsite
4. Hospital
5. Castle
6. Museum
7. Amusement park
8. Jungle
9. Safari park
10. Island
11. Moon
8. Jungle
13. Historical site
14. Lighthouse
15. Underground
16. Garden
17. Radio station

I venture to Campsite"
0,"1. Bookstore
2. Stadium
3. Hospital
4. Castle
5. Museum
6. Amusement park
7. Jungle
8. Safari park
9. Island
10. Moon
7. Jungle
12. Historical site
13. Lighthouse
14. Underground
15. Garden
16. Radio station

I'm strolling to Campsite"
3,"1. Safari park
2. Daycare
3. Restaurant

I take a trip to Restaurant"
0,"1. Safari park
2. Daycare

I'm traveling to Restaurant"
8,"1. Cabin
2. Sculpture park
3. City
4. Winery
5. Sun
6. Amusement park
7. Concert hall
8. Observatory

I'm departing towards Observatory"
0,"1. Cabin
2. Sculpture park
3. City
4. Winery
5. Sun
6. Amusement park
7. Concert hall

I'm off to Observatory"
18,"1. Carnival
2. Park
3. Forest
4. Microbrewery
5. City
6. Haunted house
7. Garden
8. Ice cream parlor
9. Campground
10. Cinema
11. Cemetery
12. Cabin
13. Countryside
14. Village
15. Train station
16. Television studio
17. Ski resort
18. Wetland
19. Mountain
3. Forest

I'm heading to Wetland"
0,"1. Carnival
2. Park
3. Forest
4. Microbrewery
5. City
6. Haunted house
7. Garden
8. Ice cream parlor
9. Campground
10. Cinema
11. Cemetery
12. Cabin
13. Countryside
14. Village
15. Train station
16. Television studio
17. Ski resort
18. Mountain
3. Forest

I'm marching to Wetland"
7,"1. Circus
2. Restaurant
3. Desert
4. Forest
5. Museum
6. Cinema
7. Tea house
8. Movie theater
9. Sun
10. Waterfall
11. University

I walk to Tea house"
0,"1. Circus
2. Restaurant
3. Desert
4. Forest
5. Museum
6. Cinema
7. Movie theater
8. Sun
9. Waterfall
10. University

I'm on the path to Tea house"
2,"1. Library
2. Art gallery
3. Television studio
4. Airport
5. Underwater cave

I'm navigating to Art gallery"
0,"1. Library
2. Television studio
3. Airport
4. Underwater cave

I'm proceeding to Art gallery"
2,"1. Town
2. Factory
3. Waterfall
4. Moon
5. Forest
6. Ice cream parlor
7. Gym
8. Library
9. Movie theater
10. Train station
11. Castle
12. Coffee shop
13. Cafe
14. Observatory
15. Museum
16. Lake

I am on my way to Factory"
0,"1. Town
2. Waterfall
3. Moon
4. Forest
5. Ice cream parlor
6. Gym
7. Library
8. Movie theater
9. Train station
10. Castle
11. Coffee shop
12. Cafe
13. Observatory
14. Museum
15. Lake

I'm departing towards Factory"
14,"1. Safari park
2. Restaurant
3. Campsite
4. Cinema
5. Space station
6. Farm
7. Vineyard
8. Town
9. Botanical garden
10. Underground
11. Art gallery
12. Factory
13. Beach resort
14. Island

I'm departing to Island"
0,"1. Safari park
2. Restaurant
3. Campsite
4. Cinema
5. Space station
6. Farm
7. Vineyard
8. Town
9. Botanical garden
10. Underground
11. Art gallery
12. Factory
13. Beach resort

I'm advancing to Island"
6,"1. Art gallery
2. Daycare
3. Workshop
4. Beach
5. Planet
6. Historical site
7. Underground
8. Countryside
9. Winery
10. Moon
11. Lab
12. Gym
13. Tea house
14. Bakery

I'm heading to Historical site"
0,"1. Art gallery
2. Daycare
3. Workshop
4. Beach
5. Planet
6. Underground
7. Countryside
8. Winery
9. Moon
10. Lab
11. Gym
12. Tea house
13. Bakery

I venture to Historical site"
6,"1. Desert
2. Television studio
3. Skyscraper
4. Factory
5. Planetarium
6. Concert hall
7. Mountain
8. Forest
9. Rainforest
10. University
11. School
12. Movie theater
13. Castle

I'm en route to Concert hall"
0,"1. Desert
2. Television studio
3. Skyscraper
4. Factory
5. Planetarium
6. Mountain
7. Forest
8. Rainforest
9. University
10. School
11. Movie theater
12. Castle

I am on my way to Concert hall"
4,"1. Winery
2. Jupiter
3. Planet
4. Suburb
5. Garden
6. Farm
7. Studio
8. Concert hall
9. Shopping mall
10. Campground

I'm marching to Suburb"
0,"1. Winery
2. Jupiter
3. Planet
4. Garden
5. Farm
6. Studio
7. Concert hall
8. Shopping mall
9. Campground

I'm preparing to go to Suburb"
4,"1. Planetarium
2. River
3. Lighthouse
4. Amusement park
5. Village
6. Town
7. Office
8. Cruise ship
9. Lab
10. Circus

I head to Amusement park"
0,"1. Planetarium
2. River
3. Lighthouse
4. Village
5. Town
6. Office
7. Cruise ship
8. Lab
9. Circus

I'm journeying to Amusement park"
7,"1. Coffee shop
2. Beach resort
3. Jungle
4. Office
5. Haunted house
6. Art gallery
7. Television studio
8. River
9. Farmers' market
10. Carnival
11. Circus
12. College
13. Campground

I'm about to go to Television studio"
0,"1. Coffee shop
2. Beach resort
3. Jungle
4. Office
5. Haunted house
6. Art gallery
7. River
8. Farmers' market
9. Carnival
10. Circus
11. College
12. Campground

I'm strolling towards Television studio"
10,"1. Factory
2. Park
3. Space station
4. Aquarium
5. Shopping mall
6. Amusement park
7. Desert
8. Forest
9. Campground
10. Farm

I'm traveling towards Farm"
0,"1. Factory
2. Park
3. Space station
4. Aquarium
5. Shopping mall
6. Amusement park
7. Desert
8. Forest
9. Campground

I'm moving to Farm"
16,"1. Ice cream parlor
2. Circus
3. Jungle
4. Planet
5. Rainforest
6. Carnival
7. Mountain
8. Sculpture park
9. Haunted house
10. Orchard
11. Waterfall
12. Spa
13. Cemetery
14. School
15. Island
16. Tea house
17. Lighthouse
18. Microbrewery
19. Workshop
20. Beach resort

I'm preparing to head to Tea house"
0,"1. Ice cream parlor
2. Circus
3. Jungle
4. Planet
5. Rainforest
6. Carnival
7. Mountain
8. Sculpture park
9. Haunted house
10. Orchard
11. Waterfall
12. Spa
13. Cemetery
14. School
15. Island
16. Lighthouse
17. Microbrewery
18. Workshop
19. Beach resort

I'm heading towards Tea house"
1,"1. Lighthouse
2. Town

I'm making my way to Lighthouse"
0,"1. Town

I proceed to Lighthouse"
2,"1. Planet
2. Desert
3. Moon
4. Factory
5. River
6. College
7. Train station
8. Beach resort
9. Suburb
10. Wildlife sanctuary
11. University
12. Observatory
13. Museum
14. Spa
15. Historical site
16. Zoo
17. Cabin
18. Television studio
19. Campsite
20. Mountain

I'm about to set off to Desert"
0,"1. Planet
2. Moon
3. Factory
4. River
5. College
6. Train station
7. Beach resort
8. Suburb
9. Wildlife sanctuary
10. University
11. Observatory
12. Museum
13. Spa
14. Historical site
15. Zoo
16. Cabin
17. Television studio
18. Campsite
19. Mountain

I'm marching towards Desert"
14,"1. Cinema
2. Microbrewery
3. Desert
4. Campsite
5. Mountain
6. Rainforest
7. Winery
8. Planetarium
9. Village
10. Train station
11. Garden
12. Volcano
13. Town
14. Spa
15. Cemetery
16. Bakery

I'm starting to Spa"
0,"1. Cinema
2. Microbrewery
3. Desert
4. Campsite
5. Mountain
6. Rainforest
7. Winery
8. Planetarium
9. Village
10. Train station
11. Garden
12. Volcano
13. Town
14. Cemetery
15. Bakery

I'm on the way to Spa"
2,"1. Coffee shop
2. Village
3. Microbrewery
4. Jupiter
5. Farmers' market

I'm traveling to Village"
0,"1. Coffee shop
2. Microbrewery
3. Jupiter
4. Farmers' market

I'm going to Village"
12,"1. Jungle
2. Kindergarten
3. Forest
4. Safari park
5. Ice cream parlor
6. Tea house
7. Lake
8. Space station
9. Underground
10. Concert hall
11. Factory
12. Haunted house
13. Mountain
14. Castle
15. Microbrewery

I'm en route to Haunted house"
0,"1. Jungle
2. Kindergarten
3. Forest
4. Safari park
5. Ice cream parlor
6. Tea house
7. Lake
8. Space station
9. Underground
10. Concert hall
11. Factory
12. Mountain
13. Castle
14. Microbrewery

I'm making a trip to Haunted house"
1,"1. Forest
2. Aquarium

I'm entering Forest"
0,"1. Aquarium

I'm making a trip to Forest"
4,"1. Beach resort
2. Television studio
3. Jungle
4. Sculpture park
5. Skyscraper
6. Underwater cave
7. Spa
8. Cabin

I start for Sculpture park"
0,"1. Beach resort
2. Television studio
3. Jungle
4. Skyscraper
5. Underwater cave
6. Spa
7. Cabin

I'm on my way to Sculpture park"
6,"1. Zoo
2. Wetland
3. Kindergarten
4. Park
5. Rainforest
6. Shopping mall
7. Farmers' market
8. Office
9. Cabin
10. Beach
11. Museum
12. Workshop
13. Botanical garden
14. Cemetery

I'm en route to Shopping mall"
0,"1. Zoo
2. Wetland
3. Kindergarten
4. Park
5. Rainforest
6. Farmers' market
7. Office
8. Cabin
9. Beach
10. Museum
11. Workshop
12. Botanical garden
13. Cemetery

I visit Shopping mall"
1,"1. Office
2. Aquarium
3. Island
4. Observatory
5. Lake
6. Campsite
7. Shopping mall
8. Kindergarten
9. Village
10. Winery

I advance to Office"
0,"1. Aquarium
2. Island
3. Observatory
4. Lake
5. Campsite
6. Shopping mall
7. Kindergarten
8. Village
9. Winery

I'm about to head to Office"
2,"1. Farm market
2. University
3. Sculpture park
4. Gym

I'm strolling to University"
0,"1. Farm market
2. Sculpture park
3. Gym

I'm en route to University"
2,"1. Observatory
2. Bookstore
3. Microbrewery
4. Studio
5. City
6. Lighthouse
7. Tea house
8. Village

I journey to Bookstore"
0,"1. Observatory
2. Microbrewery
3. Studio
4. City
5. Lighthouse
6. Tea house
7. Village

I travel to Bookstore"
2,"1. Tea house
2. Ice cream parlor
3. Radio station

I'm journeying towards Ice cream parlor"
0,"1. Tea house
2. Radio station

I'm strolling towards Ice cream parlor"
2,"1. Circus
2. Planetarium
3. Aquarium
4. Sun
5. Library
6. Museum

I'm heading to Planetarium"
0,"1. Circus
2. Aquarium
3. Sun
4. Library
5. Museum

I set out for Planetarium"
4,"1. Underwater cave
2. Art gallery
3. Beach
4. Jungle
5. Carnival
6. Ice cream parlor
7. Campground
8. Train station
9. City
10. Campsite
11. Aquarium
12. Zoo
13. Sun
14. Farmers' market
15. Bookstore
16. Jupiter

I'm heading to Jungle"
0,"1. Underwater cave
2. Art gallery
3. Beach
4. Carnival
5. Ice cream parlor
6. Campground
7. Train station
8. City
9. Campsite
10. Aquarium
11. Zoo
12. Sun
13. Farmers' market
14. Bookstore
15. Jupiter

I'm marching to Jungle"
8,"1. Airport
2. Cabin
3. Island
4. Forest
5. Mountain
6. Workshop
7. Underwater cave
8. Haunted house
9. Space station
10. Factory
11. Circus
12. Campground
13. Planetarium
14. Bookstore

I'm en route to Haunted house"
0,"1. Airport
2. Cabin
3. Island
4. Forest
5. Mountain
6. Workshop
7. Underwater cave
8. Space station
9. Factory
10. Circus
11. Campground
12. Planetarium
13. Bookstore

I'm venturing towards Haunted house"
18,"1. Workshop
2. Cinema
3. Cemetery
4. Farm
5. Museum
6. Forest
7. Factory
8. Jupiter
9. Lab
10. Ski resort
11. Gym
12. Winery
13. Sun
14. College
15. Park
16. Ice cream parlor
17. Waterfall
18. Office
19. Space station

I'm moving to Office"
0,"1. Workshop
2. Cinema
3. Cemetery
4. Farm
5. Museum
6. Forest
7. Factory
8. Jupiter
9. Lab
10. Ski resort
11. Gym
12. Winery
13. Sun
14. College
15. Park
16. Ice cream parlor
17. Waterfall
18. Space station

I go to Office"
1,"1. Planetarium
2. Restaurant
3. Office building
4. Jungle
5. Garden
6. School
7. Jupiter
8. University
9. Office
10. Cruise ship
11. Coffee shop
12. Park
13. Underwater cave
14. Tea house
15. Cave
16. Kindergarten
17. Island
18. City
19. Wetland
20. Castle

I visit Planetarium"
0,"1. Restaurant
2. Office building
3. Jungle
4. Garden
5. School
6. Jupiter
7. University
8. Office
9. Cruise ship
10. Coffee shop
11. Park
12. Underwater cave
13. Tea house
14. Cave
15. Kindergarten
16. Island
17. City
18. Wetland
19. Castle

I head to Planetarium"
3,"1. Office building
2. Lighthouse
3. Farm market
4. Coffee shop
5. Stadium
6. Beach
7. Library
8. Winery
9. Park
10. Safari park
11. Restaurant

I'm proceeding to Farm market"
0,"1. Office building
2. Lighthouse
3. Coffee shop
4. Stadium
5. Beach
6. Library
7. Winery
8. Park
9. Safari park
10. Restaurant

I'm entering Farm market"
8,"1. Forest
2. Tea house
3. Factory
4. Farmers' market
5. Amusement park
6. Castle
7. Cafe
8. Cave
9. Museum
10. City
11. Campground
12. Aquarium
13. Zoo
14. Island

I'm strolling to Cave"
0,"1. Forest
2. Tea house
3. Factory
4. Farmers' market
5. Amusement park
6. Castle
7. Cafe
8. Museum
9. City
10. Campground
11. Aquarium
12. Zoo
13. Island

I'm on my way to Cave"
2,"1. Orchard
2. Sculpture park

I'm advancing towards Sculpture park"
0,"1. Orchard

I'm on the path to Sculpture park"
16,"1. Moon
2. Rainforest
3. Spa
4. Studio
5. Office
6. Circus
7. Campsite
8. Shopping mall
9. Countryside
10. Underwater cave
11. Park
12. Restaurant
13. Movie theater
14. Stadium
15. Lab
16. Waterfall

I'm entering Waterfall"
0,"1. Moon
2. Rainforest
3. Spa
4. Studio
5. Office
6. Circus
7. Campsite
8. Shopping mall
9. Countryside
10. Underwater cave
11. Park
12. Restaurant
13. Movie theater
14. Stadium
15. Lab

I'm stepping to Waterfall"
2,"1. Lighthouse
2. Gym
3. Circus
4. Forest
5. Tea house
6. Daycare
7. Island
8. University
9. Campsite

I'm stepping into Gym"
0,"1. Lighthouse
2. Circus
3. Forest
4. Tea house
5. Daycare
6. Island
7. University
8. Campsite

I'm heading to Gym"
9,"1. Kindergarten
2. College
3. Restaurant
4. Rainforest
5. Beach resort
6. Waterfall
7. Volcano
8. Bakery
9. Garden
10. Forest

I'm going to Garden"
0,"1. Kindergarten
2. College
3. Restaurant
4. Rainforest
5. Beach resort
6. Waterfall
7. Volcano
8. Bakery
9. Forest

I'm journeying towards Garden"
5,"1. Lab
2. Aquarium
3. Library
4. Planet
5. City

I set out for City"
0,"1. Lab
2. Aquarium
3. Library
4. Planet

I'm making my way to City"
8,"1. Jungle
1. Jungle
3. Space station
4. Lighthouse
5. Movie theater
6. University
7. Factory
8. Wetland
9. Amusement park
10. Rainforest
11. Sun
12. Art gallery
13. Moon
14. Island
15. Park
16. Kindergarten
17. Studio
18. Office building

I'm about to walk to Wetland"
0,"1. Jungle
1. Jungle
3. Space station
4. Lighthouse
5. Movie theater
6. University
7. Factory
8. Amusement park
9. Rainforest
10. Sun
11. Art gallery
12. Moon
13. Island
14. Park
15. Kindergarten
16. Studio
17. Office building

I'm venturing towards Wetland"
1,"1. Office building
2. Waterfall
3. Amusement park
4. Studio
5. Garden
6. Underwater cave
7. Sculpture park

I proceed to Office building"
0,"1. Waterfall
2. Amusement park
3. Studio
4. Garden
5. Underwater cave
6. Sculpture park

I visit Office building"
1,"1. Campground
2. Jungle
3. Farm
4. Cemetery
5. Movie theater
6. Factory
7. University
8. Farm market
9. Hospital
10. Garden
11. Coffee shop

I'm entering Campground"
0,"1. Jungle
2. Farm
3. Cemetery
4. Movie theater
5. Factory
6. University
7. Farm market
8. Hospital
9. Garden
10. Coffee shop

I'm heading towards Campground"
6,"1. Suburb
2. Aquarium
3. Lighthouse
4. Orchard
5. City
6. Spa
7. Castle
8. Farm market
9. Campground
10. Concert hall
11. Historical site
12. Botanical garden
13. Lab
14. Sculpture park

I depart for Spa"
0,"1. Suburb
2. Aquarium
3. Lighthouse
4. Orchard
5. City
6. Castle
7. Farm market
8. Campground
9. Concert hall
10. Historical site
11. Botanical garden
12. Lab
13. Sculpture park

I walk to Spa"
8,"1. Bookstore
2. Spa
3. Forest
4. Jupiter
5. Mountain
6. Island
7. Television studio
8. Wetland
9. Castle

I journey to Wetland"
0,"1. Bookstore
2. Spa
3. Forest
4. Jupiter
5. Mountain
6. Island
7. Television studio
8. Castle

I'm venturing to Wetland"
9,"1. Gym
2. Beach resort
3. Museum
4. Desert
5. Airport
6. Factory
7. Lab
8. Bookstore
9. Cabin
10. Orchard
11. Countryside
12. Park

I'm stepping to Cabin"
0,"1. Gym
2. Beach resort
3. Museum
4. Desert
5. Airport
6. Factory
7. Lab
8. Bookstore
9. Orchard
10. Countryside
11. Park

I'm strolling to Cabin"
6,"1. School
2. Space station
3. Campground
4. Orchard
5. Cave
6. Cafe
7. Amusement park
8. Forest

I'm making my way to Cafe"
0,"1. School
2. Space station
3. Campground
4. Orchard
5. Cave
6. Amusement park
7. Forest

I am on my way to Cafe"
1,"1. Factory
2. Ice cream parlor
3. Sun
4. Planetarium
5. Daycare

I'm on the way to Factory"
0,"1. Ice cream parlor
2. Sun
3. Planetarium
4. Daycare

I'm heading to Factory"
10,"1. Studio
2. Jungle
3. Gym
4. Underwater cave
5. Workshop
6. Art gallery
7. Beach resort
8. Rainforest
9. Spa
10. Zoo
11. Concert hall

I take a trip to Zoo"
0,"1. Studio
2. Jungle
3. Gym
4. Underwater cave
5. Workshop
6. Art gallery
7. Beach resort
8. Rainforest
9. Spa
10. Concert hall

I'm advancing to Zoo"
5,"1. Skyscraper
2. Jungle
3. Zoo
4. Forest
5. Town
6. Carnival
7. Lake
8. Daycare
9. Tea house
10. Cemetery
11. River
12. Cabin
13. Office building
14. Television studio
15. Beach resort
16. Train station
17. Waterfall
18. Kindergarten
19. Campground
20. Museum

I'm marching towards Town"
0,"1. Skyscraper
2. Jungle
3. Zoo
4. Forest
5. Carnival
6. Lake
7. Daycare
8. Tea house
9. Cemetery
10. River
11. Cabin
12. Office building
13. Television studio
14. Beach resort
15. Train station
16. Waterfall
17. Kindergarten
18. Campground
19. Museum

I'm making my way to Town"
3,"1. Office building
2. Cruise ship
3. College
4. Television studio
5. Ice cream parlor
6. Zoo
7. Volcano
8. Lighthouse
9. Tea house

I start for College"
0,"1. Office building
2. Cruise ship
3. Television studio
4. Ice cream parlor
5. Zoo
6. Volcano
7. Lighthouse
8. Tea house

I am on my way to College"
16,"1. Planetarium
2. Cabin
3. Safari park
4. Jungle
5. Botanical garden
6. Moon
7. University
8. Lake
9. Space station
10. Circus
11. Jupiter
12. Art gallery
13. Cinema
14. Garden
15. Orchard
16. Underground
17. Sun
18. Desert

I'm entering Underground"
0,"1. Planetarium
2. Cabin
3. Safari park
4. Jungle
5. Botanical garden
6. Moon
7. University
8. Lake
9. Space station
10. Circus
11. Jupiter
12. Art gallery
13. Cinema
14. Garden
15. Orchard
16. Sun
17. Desert

I venture to Underground"
1,"1. Orchard
2. Countryside

I'm venturing towards Orchard"
0,"1. Countryside

I head to Orchard"
6,"1. Ski resort
2. Jupiter
3. Planetarium
4. Garden
5. Tea house
6. Campsite
7. Cinema
8. Hospital

I'm moving towards Campsite"
0,"1. Ski resort
2. Jupiter
3. Planetarium
4. Garden
5. Tea house
6. Cinema
7. Hospital

I'm venturing towards Campsite"
10,"1. Mountain
2. Concert hall
3. Ski resort
4. Sun
5. Wildlife sanctuary
6. Island
7. Winery
8. Gym
9. Observatory
10. Farm
11. Amusement park
12. City
13. Hospital
14. Farmers' market
15. Aquarium

I'm about to journey to Farm"
0,"1. Mountain
2. Concert hall
3. Ski resort
4. Sun
5. Wildlife sanctuary
6. Island
7. Winery
8. Gym
9. Observatory
10. Amusement park
11. City
12. Hospital
13. Farmers' market
14. Aquarium

I'm heading towards Farm"
9,"1. Vineyard
2. Mountain
3. Village
4. Sun
5. Sculpture park
6. Microbrewery
7. Park
8. College
9. Suburb

I'm stepping into Suburb"
0,"1. Vineyard
2. Mountain
3. Village
4. Sun
5. Sculpture park
6. Microbrewery
7. Park
8. College

I navigate to Suburb"
12,"1. Vineyard
2. Village
3. Office
4. School
5. Zoo
6. Garden
7. Cafe
8. Farmers' market
9. Suburb
10. Campground
11. Beach resort
12. City
13. Shopping mall
14. Lake
15. Bookstore
16. Jungle
17. Ski resort
18. Winery

I'm preparing to travel to City"
0,"1. Vineyard
2. Village
3. Office
4. School
5. Zoo
6. Garden
7. Cafe
8. Farmers' market
9. Suburb
10. Campground
11. Beach resort
12. Shopping mall
13. Lake
14. Bookstore
15. Jungle
16. Ski resort
17. Winery

I'm en route to City"
3,"1. Movie theater
2. Microbrewery
3. Planet
4. Bookstore

I'm making a trip to Planet"
0,"1. Movie theater
2. Microbrewery
3. Bookstore

I'm preparing to go to Planet"
2,"1. Planet
2. Suburb
3. University
4. Sun
5. Factory
6. Forest
7. Farmers' market
8. Farm market

I'm setting out for Suburb"
0,"1. Planet
2. University
3. Sun
4. Factory
5. Forest
6. Farmers' market
7. Farm market

I'm setting out for Suburb"
7,"1. Tea house
2. College
3. Art gallery
4. Mountain
5. Rainforest
6. Jupiter
7. Wildlife sanctuary

I'm traveling towards Wildlife sanctuary"
0,"1. Tea house
2. College
3. Art gallery
4. Mountain
5. Rainforest
6. Jupiter

I'm about to journey to Wildlife sanctuary"
2,"1. Wetland
2. City
3. Jungle
4. Workshop
5. Rainforest
6. Underwater cave

I'm stepping into City"
0,"1. Wetland
2. Jungle
3. Workshop
4. Rainforest
5. Underwater cave

I'm preparing to go to City"
3,"1. Castle
2. Carnival
3. Waterfall
4. Kindergarten
5. Cinema
6. Lake
7. Sun
8. Farm market
9. City
10. Campsite
11. Cemetery
12. Underground
13. River
14. Airport
15. Jungle

I'm making my way to Waterfall"
0,"1. Castle
2. Carnival
3. Kindergarten
4. Cinema
5. Lake
6. Sun
7. Farm market
8. City
9. Campsite
10. Cemetery
11. Underground
12. River
13. Airport
14. Jungle

I'm departing for Waterfall"
5,"1. Cabin
2. Art gallery
3. Gym
4. Library
5. Orchard
6. Forest
7. Amusement park
8. Cave

I set out for Orchard"
0,"1. Cabin
2. Art gallery
3. Gym
4. Library
5. Forest
6. Amusement park
7. Cave

I'm making a trip to Orchard"
2,"1. Observatory
2. Cave
3. Workshop
4. University
5. Bakery
6. Underground
7. Lab
8. Cemetery
9. Orchard
10. Spa
11. Village
12. Planet

I visit Cave"
0,"1. Observatory
2. Workshop
3. University
4. Bakery
5. Underground
6. Lab
7. Cemetery
8. Orchard
9. Spa
10. Village
11. Planet

I'm about to go to Cave"
6,"1. Shopping mall
2. Jupiter
3. Workshop
4. Microbrewery
5. Lake
6. Safari park
7. Jungle
8. Planet
9. Bakery
10. Beach
11. Aquarium
12. Tea house
13. Restaurant
14. Daycare
15. Castle
16. Office building
17. Wildlife sanctuary
18. Suburb

I'm navigating towards Safari park"
0,"1. Shopping mall
2. Jupiter
3. Workshop
4. Microbrewery
5. Lake
6. Jungle
7. Planet
8. Bakery
9. Beach
10. Aquarium
11. Tea house
12. Restaurant
13. Daycare
14. Castle
15. Office building
16. Wildlife sanctuary
17. Suburb

I'm strolling to Safari park"
2,"1. Museum
2. Beach resort
3. Vineyard
4. Kindergarten
5. Orchard

I'm traveling towards Beach resort"
0,"1. Museum
2. Vineyard
3. Kindergarten
4. Orchard

I'm entering Beach resort"
10,"1. Television studio
2. Shopping mall
3. Museum
4. Office building
5. Radio station
6. City
7. Carnival
8. Jungle
9. Tea house
10. Farm market
11. Ice cream parlor

I'm preparing to head to Farm market"
0,"1. Television studio
2. Shopping mall
3. Museum
4. Office building
5. Radio station
6. City
7. Carnival
8. Jungle
9. Tea house
10. Ice cream parlor

I'm on the path to Farm market"
11,"1. Park
2. Movie theater
3. Art gallery
4. Underground
5. Campground
6. Concert hall
7. Cave
8. Volcano
9. School
10. Beach
11. Workshop
12. Island

I'm traveling towards Workshop"
0,"1. Park
2. Movie theater
3. Art gallery
4. Underground
5. Campground
6. Concert hall
7. Cave
8. Volcano
9. School
10. Beach
11. Island

I take a trip to Workshop"
10,"1. Office
2. Forest
3. Underwater cave
4. Cabin
5. Town
6. Orchard
7. Bakery
8. Workshop
9. Cemetery
10. Tea house
11. University
12. Campsite
13. Daycare
14. Factory
15. Botanical garden
16. Concert hall
17. Cinema

I'm setting off to Tea house"
0,"1. Office
2. Forest
3. Underwater cave
4. Cabin
5. Town
6. Orchard
7. Bakery
8. Workshop
9. Cemetery
10. University
11. Campsite
12. Daycare
13. Factory
14. Botanical garden
15. Concert hall
16. Cinema

I'm going to Tea house"
6,"1. Beach
2. City
3. Studio
4. School
5. Castle
6. Park
7. Planetarium
8. Bakery
9. Botanical garden
10. Radio station
11. Office building
12. Cabin
13. Desert
14. Village
15. Campground
16. Sculpture park
17. Forest
18. Circus

I'm setting out for Park"
